A	B	C	D	E	F	G	H	I	RESP
wLOZRO	1044.0	5776.0	1884.0	837.0	SYnotp	WstBYV	ReOawA	8243.0	1586.0
WstBYV	106.0	21.0	1092.0	1146.0	gkygIZ	StAyqw	TuCZEm	808.0	503.0
KVGcIg	33.0	2673.0	368.0	1423.0	IrOLwQ	DPIKud	jithza	2342.0	460.0
xuoBel	2179.0	4447.0	6819.0	1281.0	MdNHJO	pfmxrL	jithza	4512.0	9412.0
epcVJK	2225.0	3681.0	1238.0	806.0	KVGcIg	DJwYdl	epcVJK	130.0	6116.0
WstBYV	4454.0	7795.0	602.0	4029.0	xuoBel	KVGcIg	gkygIZ	2132.0	4748.0
OhryCL	772.0	8006.0	150.0	2115.0	IrOLwQ	JqymVN	jithza	3124.0	6158.0
AWvgct	215.0	8417.0	2318.0	2668.0	jithza	FElhOR	StAyqw	2173.0	4296.0
AWvgct	1360.0	2394.0	251.0	1287.0	gkygIZ	UPpvkc	DJwYdl	573.0	51.0
cpWqOw	379.0	3295.0	2665.0	613.0	AWvgct	OhryCL	rIaMwY	174.0	4219.0
HEBbwK	669.0	3056.0	754.0	4463.0	WstBYV	jithza	JqymVN	4561.0	4981.0
SYnotp	3929.0	1073.0	1542.0	2057.0	IrOLwQ	MdNHJO	SYnotp	5255.0	3626.0
NwlieP	1304.0	166.0	24.0	2613.0	StAyqw	IrOLwQ	uHjRAr	4180.0	2350.0
LHTxOM	2399.0	57.0	414.0	179.0	pfmxrL	ZigqKk	uHjRAr	7884.0	1117.0
epcVJK	5689.0	3714.0	164.0	40.0	SYnotp	DPIKud	NwlieP	981.0	44.0
epcVJK	2994.0	1862.0	121.0	121.0	uHjRAr	cpWqOw	WstBYV	2849.0	4821.0
UPpvkc	2793.0	13.0	226.0	5408.0	OhryCL	gkygIZ	NwlieP	5359.0	2097.0
gkygIZ	153.0	510.0	62.0	2764.0	gkygIZ	JqymVN	DJwYdl	4516.0	8281.0
jithza	417.0	1085.0	1981.0	1398.0	StAyqw	IrOLwQ	jithza	5478.0	3111.0
DPIKud	583.0	9297.0	2356.0	1520.0	TuCZEm	StAyqw	TuCZEm	545.0	361.0
NwlieP	1061.0	307.0	4715.0	5009.0	KVGcIg	DJwYdl	xuoBel	1398.0	6073.0
SYnotp	259.0	2244.0	70.0	59.0	KVGcIg	xuoBel	gkygIZ	5.0	2928.0
LHTxOM	2976.0	1298.0	1025.0	2248.0	KVGcIg	jithza	DPIKud	1279.0	2174.0
rIaMwY	221.0	4332.0	479.0	3654.0	xuoBel	cpWqOw	HEBbwK	164.0	6554.0
MdNHJO	4538.0	7896.0	1801.0	2710.0	DPIKud	DJwYdl	jithza	320.0	1775.0
ZigqKk	2048.0	4310.0	2332.0	3499.0	cpWqOw	StAyqw	KVGcIg	6000.0	4067.0
HEBbwK	1745.0	3678.0	5416.0	1046.0	HEBbwK	eeVQAD	epcVJK	197.0	11.0
TuCZEm	7040.0	1391.0	1277.0	2397.0	DJwYdl	cpWqOw	StAyqw	1181.0	1211.0
KVGcIg	3945.0	484.0	2969.0	5172.0	JqymVN	OhryCL	WstBYV	278.0	1918.0
TuCZEm	854.0	1274.0	2739.0	8187.0	rIaMwY	OhryCL	AWvgct	60.0	1126.0
OhryCL	3005.0	204.0	4231.0	520.0	CBcUxf	HEBbwK	xuoBel	1153.0	5954.0
LHTxOM	3352.0	281.0	961.0	1443.0	ReOawA	FElhOR	JqymVN	8285.0	4400.0
pfmxrL	2475.0	3445.0	2717.0	495.0	jithza	uHjRAr	SYnotp	3842.0	748.0
jithza	3266.0	5019.0	2994.0	677.0	jithza	wLOZRO	ZigqKk	5250.0	2401.0
eeVQAD	3154.0	2956.0	1739.0	1426.0	WstBYV	WstBYV	pfmxrL	2834.0	3295.0
NwlieP	246.0	325.0	1094.0	622.0	cpWqOw	UPpvkc	AWvgct	237.0	209.0
WstBYV	3108.0	2291.0	528.0	2292.0	LHTxOM	HEBbwK	KVGcIg	3240.0	3833.0
WstBYV	381.0	5984.0	2738.0	2847.0	MdNHJO	MdNHJO	gkygIZ	3255.0	458.0
gkygIZ	4306.0	1829.0	1330.0	1996.0	gkygIZ	TuCZEm	HEBbwK	4516.0	226.0
xuoBel	867.0	802.0	2740.0	3984.0	gkygIZ	eeVQAD	uHjRAr	1940.0	248.0
JqymVN	3592.0	2071.0	1953.0	6759.0	ReOawA	JqymVN	DJwYdl	1965.0	2659.0
CBcUxf	297.0	2593.0	4139.0	4634.0	AWvgct	JqymVN	jithza	1363.0	2101.0
AWvgct	1415.0	874.0	340.0	3802.0	ReOawA	NwlieP	xuoBel	157.0	5153.0
ZigqKk	1162.0	4950.0	1055.0	4896.0	DJwYdl	uHjRAr	DJwYdl	636.0	55.0
uHjRAr	425.0	5879.0	5172.0	582.0	xuoBel	StAyqw	pfmxrL	1303.0	2373.0
IrOLwQ	4178.0	90.0	2403.0	2985.0	eeVQAD	DPIKud	KVGcIg	713.0	4783.0
jithza	1209.0	3.0	1200.0	92.0	MdNHJO	LHTxOM	OhryCL	197.0	1582.0
AWvgct	3539.0	3241.0	6130.0	502.0	MdNHJO	rIaMwY	cpWqOw	768.0	3134.0
JqymVN	5613.0	2846.0	3020.0	4518.0	OhryCL	KVGcIg	LHTxOM	1798.0	4943.0
AWvgct	2719.0	3.0	319.0	69.0	OhryCL	uHjRAr	uHjRAr	3581.0	4358.0
wLOZRO	1365.0	1097.0	2839.0	2021.0	SYnotp	ReOawA	NwlieP	1193.0	3748.0
FElhOR	188.0	5182.0	1423.0	8866.0	WstBYV	StAyqw	gkygIZ	3777.0	3756.0
ReOawA	4282.0	2857.0	8664.0	1108.0	CBcUxf	LHTxOM	DJwYdl	2722.0	3425.0
IrOLwQ	4706.0	4695.0	4062.0	3004.0	uHjRAr	uHjRAr	jithza	4002.0	132.0
StAyqw	1898.0	401.0	2917.0	3065.0	FElhOR	NwlieP	JqymVN	1588.0	3646.0
eeVQAD	7680.0	603.0	6980.0	3433.0	HEBbwK	LHTxOM	uHjRAr	4486.0	956.0
ReOawA	2604.0	43.0	7618.0	1106.0	ZigqKk	CBcUxf	WstBYV	4370.0	3158.0
UPpvkc	1225.0	2039.0	1101.0	2929.0	AWvgct	wLOZRO	IrOLwQ	460.0	471.0
DJwYdl	2085.0	776.0	4482.0	6143.0	ZigqKk	LHTxOM	eeVQAD	631.0	1267.0
FElhOR	6211.0	6316.0	169.0	6467.0	LHTxOM	rIaMwY	DJwYdl	1040.0	1464.0
cpWqOw	974.0	3315.0	3042.0	6998.0	CBcUxf	uHjRAr	uHjRAr	411.0	1254.0
TuCZEm	2038.0	209.0	5255.0	6532.0	DJwYdl	WstBYV	WstBYV	1547.0	4109.0
LHTxOM	2441.0	4965.0	2136.0	927.0	pfmxrL	eeVQAD	WstBYV	2898.0	1633.0
cpWqOw	1077.0	4550.0	778.0	58.0	epcVJK	IrOLwQ	IrOLwQ	5374.0	2781.0
xuoBel	2332.0	643.0	845.0	7295.0	SYnotp	uHjRAr	OhryCL	2104.0	2174.0
xuoBel	194.0	4973.0	1214.0	109.0	NwlieP	cpWqOw	cpWqOw	2311.0	10.0
DJwYdl	2446.0	4749.0	644.0	61.0	TuCZEm	TuCZEm	StAyqw	5180.0	5867.0
StAyqw	1891.0	576.0	173.0	2142.0	MdNHJO	cpWqOw	HEBbwK	3407.0	8349.0
eeVQAD	5940.0	1190.0	2076.0	580.0	LHTxOM	eeVQAD	NwlieP	2981.0	3054.0
TuCZEm	2779.0	624.0	3491.0	1390.0	FElhOR	cpWqOw	pfmxrL	32.0	2342.0
AWvgct	7285.0	3649.0	2918.0	1952.0	JqymVN	uHjRAr	DPIKud	1923.0	1206.0
pfmxrL	6573.0	180.0	3670.0	2542.0	xuoBel	wLOZRO	LHTxOM	2047.0	3441.0
SYnotp	3667.0	195.0	1498.0	4501.0	DPIKud	CBcUxf	MdNHJO	2475.0	80.0
ZigqKk	3273.0	4235.0	599.0	306.0	TuCZEm	TuCZEm	UPpvkc	1590.0	1435.0
StAyqw	3074.0	4714.0	602.0	1747.0	epcVJK	CBcUxf	ZigqKk	42.0	6696.0
OhryCL	5240.0	1945.0	3969.0	850.0	epcVJK	ReOawA	eeVQAD	2604.0	5053.0
CBcUxf	3057.0	5150.0	134.0	1150.0	IrOLwQ	DJwYdl	eeVQAD	2940.0	209.0
ZigqKk	3230.0	523.0	470.0	3105.0	rIaMwY	LHTxOM	rIaMwY	222.0	1447.0
SYnotp	5758.0	6093.0	557.0	84.0	IrOLwQ	MdNHJO	epcVJK	5550.0	2742.0
uHjRAr	91.0	64.0	4797.0	1868.0	OhryCL	DPIKud	MdNHJO	4959.0	846.0
KVGcIg	201.0	6193.0	2094.0	1935.0	MdNHJO	DJwYdl	rIaMwY	4331.0	4218.0
CBcUxf	5702.0	7217.0	2787.0	6094.0	uHjRAr	DPIKud	ZigqKk	2.0	446.0
LHTxOM	135.0	347.0	7020.0	5169.0	KVGcIg	eeVQAD	DJwYdl	143.0	1084.0
SYnotp	4656.0	5487.0	1153.0	3111.0	cpWqOw	gkygIZ	cpWqOw	4606.0	5607.0
CBcUxf	4078.0	588.0	4672.0	984.0	DPIKud	ReOawA	ZigqKk	2482.0	61.0
JqymVN	4371.0	2060.0	816.0	3213.0	epcVJK	HEBbwK	StAyqw	116.0	706.0
FElhOR	6846.0	1531.0	443.0	2171.0	MdNHJO	wLOZRO	MdNHJO	184.0	1475.0
TuCZEm	392.0	2365.0	2670.0	4634.0	epcVJK	StAyqw	DJwYdl	53.0	384.0
MdNHJO	2154.0	522.0	4519.0	2652.0	IrOLwQ	AWvgct	SYnotp	721.0	2946.0
jithza	5185.0	3048.0	711.0	3659.0	TuCZEm	cpWqOw	StAyqw	887.0	5109.0
OhryCL	8728.0	811.0	4516.0	4079.0	pfmxrL	NwlieP	CBcUxf	309.0	3196.0
StAyqw	958.0	2176.0	3942.0	680.0	DJwYdl	ReOawA	cpWqOw	1111.0	556.0
xuoBel	110.0	3130.0	3136.0	496.0	KVGcIg	NwlieP	rIaMwY	1596.0	8337.0
DPIKud	4851.0	7333.0	1092.0	4351.0	wLOZRO	epcVJK	jithza	4977.0	1666.0
OhryCL	5436.0	4780.0	3410.0	1161.0	NwlieP	LHTxOM	SYnotp	3621.0	4909.0
LHTxOM	6.0	3000.0	1984.0	198.0	ReOawA	MdNHJO	uHjRAr	821.0	317.0
epcVJK	543.0	4394.0	2875.0	5303.0	MdNHJO	xuoBel	ZigqKk	7175.0	327.0
DPIKud	394.0	2624.0	6369.0	60.0	xuoBel	HEBbwK	epcVJK	6416.0	2440.0
ZigqKk	1830.0	6605.0	327.0	1492.0	IrOLwQ	DPIKud	HEBbwK	666.0	247.0
HEBbwK	7675.0	399.0	1278.0	6076.0	StAyqw	StAyqw	xuoBel	3466.0	4035.0
cpWqOw	4062.0	560.0	9222.0	2920.0	JqymVN	ZigqKk	JqymVN	2042.0	2174.0
JqymVN	684.0	3250.0	8413.0	5735.0	StAyqw	ReOawA	JqymVN	26.0	712.0
cpWqOw	388.0	372.0	61.0	2433.0	AWvgct	epcVJK	JqymVN	1437.0	763.0
jithza	803.0	260.0	3047.0	2019.0	JqymVN	ZigqKk	DPIKud	2910.0	2410.0
KVGcIg	1755.0	149.0	306.0	709.0	epcVJK	WstBYV	cpWqOw	6426.0	2635.0
JqymVN	4228.0	16.0	1568.0	362.0	CBcUxf	SYnotp	uHjRAr	65.0	2107.0
rIaMwY	1276.0	2715.0	6446.0	1120.0	ZigqKk	jithza	uHjRAr	1266.0	527.0
jithza	2167.0	844.0	5939.0	2200.0	gkygIZ	OhryCL	MdNHJO	1686.0	114.0
ZigqKk	1610.0	517.0	32.0	4591.0	xuoBel	FElhOR	KVGcIg	1593.0	341.0
UPpvkc	3512.0	191.0	9031.0	1541.0	NwlieP	xuoBel	DPIKud	1971.0	5753.0
ZigqKk	230.0	5784.0	5234.0	1486.0	HEBbwK	JqymVN	MdNHJO	1160.0	286.0
pfmxrL	9373.0	998.0	2315.0	1705.0	DJwYdl	gkygIZ	NwlieP	275.0	1968.0
UPpvkc	2092.0	4232.0	44.0	7202.0	gkygIZ	KVGcIg	eeVQAD	5848.0	566.0
UPpvkc	1029.0	6990.0	2497.0	3369.0	WstBYV	pfmxrL	HEBbwK	4072.0	152.0
LHTxOM	4093.0	565.0	446.0	947.0	KVGcIg	DPIKud	uHjRAr	3497.0	4771.0
eeVQAD	979.0	5592.0	3963.0	4120.0	wLOZRO	eeVQAD	pfmxrL	1735.0	5518.0
epcVJK	6094.0	2886.0	2145.0	6434.0	xuoBel	cpWqOw	uHjRAr	710.0	7374.0
TuCZEm	2859.0	618.0	1485.0	181.0	JqymVN	WstBYV	MdNHJO	2566.0	195.0
SYnotp	3990.0	1719.0	1589.0	145.0	jithza	WstBYV	eeVQAD	21.0	6577.0
SYnotp	7235.0	8066.0	123.0	6691.0	CBcUxf	OhryCL	FElhOR	2399.0	2331.0
DPIKud	83.0	1945.0	842.0	4152.0	ReOawA	eeVQAD	KVGcIg	1302.0	6277.0
cpWqOw	3198.0	4862.0	4053.0	762.0	cpWqOw	JqymVN	gkygIZ	3125.0	4793.0
LHTxOM	2691.0	1021.0	5011.0	1886.0	DPIKud	FElhOR	IrOLwQ	108.0	64.0
pfmxrL	5108.0	2784.0	5110.0	675.0	DJwYdl	rIaMwY	DPIKud	3683.0	843.0
ReOawA	164.0	876.0	3842.0	2432.0	KVGcIg	StAyqw	rIaMwY	6265.0	235.0
pfmxrL	229.0	3327.0	1374.0	1232.0	MdNHJO	CBcUxf	NwlieP	1660.0	205.0
NwlieP	7187.0	1030.0	294.0	886.0	WstBYV	OhryCL	WstBYV	82.0	8447.0
wLOZRO	603.0	634.0	694.0	6021.0	UPpvkc	LHTxOM	ReOawA	6240.0	2430.0
gkygIZ	2281.0	474.0	5258.0	386.0	gkygIZ	DJwYdl	SYnotp	1026.0	244.0
cpWqOw	3358.0	412.0	622.0	4584.0	jithza	rIaMwY	CBcUxf	979.0	3187.0
xuoBel	3193.0	618.0	647.0	1057.0	gkygIZ	ZigqKk	ZigqKk	329.0	1457.0
rIaMwY	3324.0	3892.0	3594.0	5811.0	epcVJK	eeVQAD	rIaMwY	3417.0	2338.0
LHTxOM	2803.0	2696.0	8785.0	5340.0	DPIKud	DPIKud	LHTxOM	1084.0	693.0
AWvgct	182.0	328.0	1769.0	3783.0	AWvgct	OhryCL	TuCZEm	4619.0	1699.0
pfmxrL	4230.0	1593.0	911.0	3464.0	CBcUxf	cpWqOw	MdNHJO	177.0	4497.0
WstBYV	3060.0	1435.0	35.0	2524.0	eeVQAD	OhryCL	NwlieP	2790.0	485.0
ReOawA	1342.0	3964.0	205.0	231.0	ZigqKk	AWvgct	KVGcIg	159.0	3885.0
ZigqKk	3507.0	2149.0	357.0	1618.0	gkygIZ	MdNHJO	WstBYV	3030.0	3818.0
DJwYdl	5067.0	90.0	5340.0	2822.0	KVGcIg	DJwYdl	pfmxrL	2234.0	3595.0
ZigqKk	439.0	0.0	100.0	445.0	WstBYV	xuoBel	epcVJK	3861.0	5128.0
ReOawA	7204.0	1770.0	372.0	133.0	DPIKud	gkygIZ	gkygIZ	5210.0	940.0
eeVQAD	230.0	4903.0	14.0	3508.0	uHjRAr	NwlieP	IrOLwQ	18.0	2905.0
pfmxrL	5895.0	2922.0	625.0	480.0	DJwYdl	KVGcIg	AWvgct	2413.0	239.0
TuCZEm	1947.0	1086.0	1997.0	861.0	KVGcIg	HEBbwK	MdNHJO	5837.0	2530.0
ZigqKk	2428.0	2221.0	54.0	273.0	HEBbwK	ReOawA	MdNHJO	285.0	4146.0
gkygIZ	5988.0	450.0	631.0	2021.0	TuCZEm	StAyqw	pfmxrL	5574.0	4763.0
uHjRAr	554.0	2586.0	1712.0	7884.0	StAyqw	HEBbwK	AWvgct	1104.0	4650.0
LHTxOM	2067.0	2916.0	867.0	1345.0	jithza	FElhOR	OhryCL	5391.0	5299.0
IrOLwQ	6779.0	215.0	862.0	4674.0	NwlieP	StAyqw	pfmxrL	5437.0	500.0
LHTxOM	7187.0	428.0	1842.0	2261.0	epcVJK	rIaMwY	TuCZEm	3208.0	115.0
FElhOR	5271.0	387.0	3415.0	3885.0	LHTxOM	ZigqKk	KVGcIg	1731.0	1105.0
JqymVN	867.0	6542.0	7199.0	3152.0	jithza	ZigqKk	MdNHJO	1911.0	423.0
uHjRAr	25.0	1261.0	1849.0	404.0	IrOLwQ	cpWqOw	SYnotp	4395.0	3937.0
CBcUxf	816.0	868.0	384.0	3991.0	UPpvkc	eeVQAD	OhryCL	1829.0	5266.0
jithza	1800.0	1510.0	718.0	3962.0	ZigqKk	UPpvkc	TuCZEm	957.0	3192.0
TuCZEm	707.0	430.0	3714.0	1611.0	ZigqKk	FElhOR	SYnotp	1215.0	81.0
FElhOR	1607.0	670.0	1101.0	84.0	gkygIZ	WstBYV	pfmxrL	628.0	371.0
LHTxOM	320.0	1848.0	6804.0	4968.0	UPpvkc	AWvgct	WstBYV	1365.0	2358.0
FElhOR	344.0	993.0	458.0	3514.0	WstBYV	epcVJK	NwlieP	79.0	891.0
rIaMwY	1319.0	116.0	2704.0	728.0	StAyqw	cpWqOw	CBcUxf	6222.0	2277.0
LHTxOM	460.0	3107.0	334.0	6644.0	UPpvkc	cpWqOw	MdNHJO	2020.0	108.0
NwlieP	847.0	8849.0	823.0	5544.0	eeVQAD	DJwYdl	eeVQAD	600.0	115.0
pfmxrL	1064.0	1806.0	1263.0	1956.0	KVGcIg	gkygIZ	AWvgct	1698.0	1004.0
AWvgct	758.0	3362.0	1594.0	3424.0	pfmxrL	jithza	SYnotp	1998.0	306.0
KVGcIg	4327.0	8680.0	2369.0	10.0	DJwYdl	StAyqw	cpWqOw	749.0	142.0
ZigqKk	93.0	1979.0	3489.0	4712.0	JqymVN	jithza	wLOZRO	2954.0	1347.0
SYnotp	460.0	262.0	2681.0	2919.0	UPpvkc	gkygIZ	pfmxrL	2007.0	802.0
TuCZEm	3208.0	2289.0	593.0	358.0	uHjRAr	LHTxOM	uHjRAr	409.0	58.0
rIaMwY	2749.0	2541.0	111.0	3740.0	CBcUxf	SYnotp	jithza	522.0	2719.0
JqymVN	9156.0	4783.0	6250.0	3467.0	MdNHJO	NwlieP	WstBYV	1908.0	163.0
xuoBel	2931.0	1802.0	1396.0	7953.0	epcVJK	DPIKud	pfmxrL	310.0	2814.0
UPpvkc	1997.0	7636.0	3210.0	3313.0	MdNHJO	LHTxOM	DJwYdl	1204.0	3391.0
uHjRAr	293.0	1552.0	3907.0	1999.0	CBcUxf	gkygIZ	epcVJK	1470.0	2696.0
IrOLwQ	1486.0	1205.0	7602.0	4442.0	rIaMwY	rIaMwY	HEBbwK	3366.0	3436.0
ReOawA	5761.0	3868.0	2267.0	4475.0	ReOawA	KVGcIg	gkygIZ	1533.0	4184.0
ReOawA	6873.0	1758.0	3420.0	18.0	WstBYV	StAyqw	gkygIZ	11.0	5171.0
HEBbwK	1469.0	3280.0	888.0	1219.0	jithza	MdNHJO	FElhOR	4354.0	1074.0
StAyqw	1309.0	2894.0	1479.0	992.0	UPpvkc	AWvgct	rIaMwY	91.0	5066.0
cpWqOw	1081.0	3563.0	225.0	737.0	UPpvkc	eeVQAD	rIaMwY	3174.0	147.0
DPIKud	2099.0	6208.0	3504.0	3811.0	pfmxrL	CBcUxf	HEBbwK	2622.0	3525.0
ReOawA	6939.0	373.0	1248.0	3079.0	ZigqKk	jithza	rIaMwY	3492.0	3766.0
uHjRAr	4160.0	302.0	8040.0	2544.0	UPpvkc	epcVJK	JqymVN	6523.0	208.0
ReOawA	578.0	883.0	6923.0	1294.0	ZigqKk	rIaMwY	LHTxOM	131.0	5423.0
HEBbwK	6558.0	7913.0	1796.0	5125.0	pfmxrL	KVGcIg	TuCZEm	108.0	6939.0
SYnotp	2594.0	98.0	501.0	834.0	WstBYV	pfmxrL	ZigqKk	433.0	5986.0
CBcUxf	1628.0	4740.0	9384.0	1584.0	FElhOR	LHTxOM	xuoBel	40.0	200.0
ReOawA	1770.0	1292.0	2957.0	2046.0	eeVQAD	epcVJK	MdNHJO	901.0	4327.0
jithza	3971.0	3906.0	2445.0	962.0	rIaMwY	ReOawA	jithza	1531.0	5397.0
LHTxOM	2416.0	3969.0	436.0	421.0	IrOLwQ	DJwYdl	rIaMwY	4250.0	1558.0
StAyqw	221.0	860.0	538.0	865.0	UPpvkc	pfmxrL	xuoBel	3781.0	2548.0
NwlieP	86.0	61.0	1205.0	2411.0	xuoBel	StAyqw	DJwYdl	7635.0	62.0
OhryCL	382.0	51.0	1031.0	2358.0	CBcUxf	NwlieP	StAyqw	1134.0	258.0
JqymVN	813.0	2815.0	1316.0	2044.0	rIaMwY	FElhOR	xuoBel	1095.0	8594.0
ZigqKk	11.0	1156.0	4585.0	1202.0	DJwYdl	TuCZEm	uHjRAr	2084.0	515.0
rIaMwY	583.0	6006.0	3365.0	867.0	KVGcIg	IrOLwQ	pfmxrL	212.0	5604.0
StAyqw	2985.0	28.0	1761.0	2355.0	LHTxOM	cpWqOw	SYnotp	7208.0	435.0
CBcUxf	1215.0	2781.0	664.0	2117.0	ZigqKk	CBcUxf	DPIKud	3926.0	2327.0
TuCZEm	145.0	804.0	3205.0	1163.0	pfmxrL	FElhOR	StAyqw	400.0	1171.0
gkygIZ	1441.0	687.0	544.0	4371.0	rIaMwY	MdNHJO	TuCZEm	3857.0	8619.0
JqymVN	4606.0	838.0	8181.0	3700.0	CBcUxf	SYnotp	HEBbwK	91.0	3386.0
eeVQAD	302.0	12.0	3043.0	93.0	UPpvkc	AWvgct	ZigqKk	833.0	2165.0
gkygIZ	397.0	250.0	1918.0	1812.0	JqymVN	WstBYV	IrOLwQ	3106.0	1675.0
NwlieP	428.0	6997.0	100.0	8501.0	TuCZEm	MdNHJO	CBcUxf	585.0	3067.0
uHjRAr	149.0	2354.0	114.0	2543.0	TuCZEm	HEBbwK	epcVJK	3425.0	2557.0
MdNHJO	4363.0	1510.0	4116.0	3848.0	WstBYV	AWvgct	WstBYV	6966.0	1064.0
DJwYdl	1565.0	1605.0	747.0	7211.0	CBcUxf	AWvgct	wLOZRO	3243.0	4408.0
cpWqOw	3746.0	1966.0	2090.0	7451.0	UPpvkc	UPpvkc	AWvgct	3407.0	5990.0
OhryCL	398.0	70.0	1164.0	4600.0	wLOZRO	JqymVN	LHTxOM	37.0	198.0
eeVQAD	6677.0	240.0	604.0	816.0	gkygIZ	NwlieP	eeVQAD	2130.0	2963.0
ZigqKk	65.0	4616.0	3091.0	6476.0	FElhOR	SYnotp	WstBYV	1246.0	6889.0
eeVQAD	2954.0	161.0	4982.0	667.0	ReOawA	DJwYdl	WstBYV	3569.0	393.0
eeVQAD	1019.0	2383.0	1653.0	859.0	ReOawA	IrOLwQ	WstBYV	137.0	1422.0
rIaMwY	43.0	6680.0	1978.0	3426.0	epcVJK	eeVQAD	TuCZEm	474.0	1190.0
xuoBel	1400.0	3572.0	11.0	8393.0	HEBbwK	UPpvkc	MdNHJO	1573.0	40.0
IrOLwQ	88.0	286.0	2181.0	2157.0	MdNHJO	uHjRAr	SYnotp	7474.0	2257.0
MdNHJO	4893.0	1740.0	4652.0	1307.0	CBcUxf	IrOLwQ	CBcUxf	6427.0	4962.0
DJwYdl	2265.0	79.0	3229.0	551.0	epcVJK	gkygIZ	ReOawA	1660.0	4638.0
cpWqOw	1843.0	2886.0	7065.0	130.0	AWvgct	MdNHJO	FElhOR	2235.0	1023.0
pfmxrL	6225.0	6481.0	6786.0	5221.0	ReOawA	HEBbwK	DJwYdl	1293.0	6399.0
NwlieP	5159.0	374.0	6569.0	1013.0	rIaMwY	JqymVN	DPIKud	6748.0	1091.0
ZigqKk	101.0	172.0	964.0	237.0	MdNHJO	gkygIZ	StAyqw	829.0	2226.0
gkygIZ	1233.0	3727.0	996.0	1518.0	pfmxrL	DPIKud	epcVJK	6010.0	2670.0
WstBYV	2879.0	1277.0	6278.0	5958.0	ReOawA	wLOZRO	FElhOR	5561.0	135.0
JqymVN	84.0	3942.0	2234.0	2166.0	ReOawA	StAyqw	NwlieP	49.0	665.0
uHjRAr	8404.0	1993.0	105.0	1156.0	wLOZRO	FElhOR	wLOZRO	46.0	145.0
FElhOR	1384.0	2990.0	190.0	731.0	IrOLwQ	ZigqKk	TuCZEm	3118.0	2189.0
WstBYV	1791.0	1384.0	234.0	457.0	epcVJK	wLOZRO	FElhOR	809.0	7382.0
FElhOR	757.0	249.0	7345.0	1980.0	AWvgct	DPIKud	cpWqOw	5792.0	3116.0
LHTxOM	1062.0	2368.0	4261.0	1894.0	StAyqw	CBcUxf	FElhOR	139.0	3219.0
CBcUxf	5709.0	2538.0	950.0	1233.0	xuoBel	eeVQAD	wLOZRO	99.0	8256.0
LHTxOM	4057.0	33.0	1364.0	7925.0	WstBYV	IrOLwQ	cpWqOw	3386.0	2916.0
SYnotp	98.0	30.0	7863.0	2537.0	rIaMwY	IrOLwQ	wLOZRO	722.0	1593.0
NwlieP	2080.0	802.0	579.0	2508.0	SYnotp	epcVJK	pfmxrL	839.0	1168.0
StAyqw	2257.0	1009.0	843.0	417.0	uHjRAr	jithza	TuCZEm	804.0	7385.0
eeVQAD	1771.0	552.0	1394.0	2056.0	OhryCL	NwlieP	MdNHJO	384.0	92.0
wLOZRO	974.0	278.0	508.0	1174.0	epcVJK	LHTxOM	StAyqw	2532.0	3044.0
ZigqKk	3773.0	1322.0	570.0	1394.0	pfmxrL	xuoBel	eeVQAD	673.0	665.0
JqymVN	572.0	699.0	4148.0	6317.0	SYnotp	AWvgct	WstBYV	1343.0	3295.0
KVGcIg	479.0	1656.0	236.0	9453.0	OhryCL	IrOLwQ	StAyqw	829.0	811.0
wLOZRO	607.0	3543.0	5165.0	1211.0	HEBbwK	FElhOR	DPIKud	983.0	2061.0
jithza	6759.0	2193.0	5233.0	6852.0	DPIKud	IrOLwQ	ZigqKk	551.0	769.0
HEBbwK	3759.0	1260.0	4093.0	2629.0	wLOZRO	jithza	MdNHJO	53.0	3374.0
IrOLwQ	4941.0	2286.0	4.0	72.0	CBcUxf	HEBbwK	StAyqw	29.0	6141.0
gkygIZ	3338.0	6150.0	3608.0	821.0	ReOawA	epcVJK	gkygIZ	2046.0	2993.0
ReOawA	9.0	278.0	1122.0	1887.0	NwlieP	WstBYV	gkygIZ	816.0	711.0
wLOZRO	155.0	3232.0	4011.0	2486.0	cpWqOw	ReOawA	ReOawA	101.0	1864.0
KVGcIg	512.0	915.0	2009.0	1273.0	HEBbwK	xuoBel	ZigqKk	1295.0	439.0
WstBYV	1188.0	3614.0	3549.0	3547.0	DPIKud	gkygIZ	DJwYdl	3445.0	1241.0
NwlieP	1231.0	240.0	1915.0	2132.0	KVGcIg	SYnotp	DPIKud	62.0	2153.0
HEBbwK	429.0	193.0	1799.0	3961.0	MdNHJO	AWvgct	FElhOR	8185.0	2081.0
rIaMwY	1285.0	3519.0	4892.0	4493.0	WstBYV	SYnotp	pfmxrL	421.0	3255.0
NwlieP	2325.0	8663.0	542.0	393.0	CBcUxf	gkygIZ	DPIKud	1214.0	3151.0
WstBYV	895.0	4012.0	1209.0	855.0	NwlieP	jithza	SYnotp	8139.0	873.0
CBcUxf	5972.0	406.0	1131.0	617.0	UPpvkc	DPIKud	wLOZRO	687.0	2473.0
eeVQAD	1282.0	2362.0	2975.0	4252.0	HEBbwK	pfmxrL	NwlieP	545.0	2.0
HEBbwK	211.0	7977.0	257.0	370.0	AWvgct	OhryCL	xuoBel	3389.0	1478.0
SYnotp	2382.0	554.0	3825.0	2534.0	NwlieP	ReOawA	NwlieP	2448.0	2764.0
SYnotp	745.0	335.0	885.0	1260.0	pfmxrL	NwlieP	FElhOR	1205.0	4265.0
